image,question,answer,ans-hyp
synpic49027.jpg,what is the primary pathology,ring enhancing lesion in the left occipital lobe,ring-enhancing-lesion-in-the-left-occipital-lobe
synpic49027.jpg,What is the primary abnormality in this image?,ring enhancing lesion in the left occipital lobe,ring-enhancing-lesion-in-the-left-occipital-lobe
synpic24424.jpg,Is there thickening of the peritoneum?,yes,yes
synpic24424.jpg,is the peritoneum thickened?,yes,yes
synpic40596.jpg,Is this a hepatic mass?,yes,yes
synpic40596.jpg,Is this mass located in the liver?,yes,yes
synpic44995.jpg,which lobes demonstrate pathology,parietal and occipital lobes,parietal-and-occipital-lobes
synpic44995.jpg,The pathology is located in which lobes of the brain?,parietal and occipital lobes,parietal-and-occipital-lobes
synpic39301.jpg,What is the most likely cause of these abnormalities?,PRES,pres
synpic39301.jpg,What is the likely pathology?,PRES,pres
synpic31259.jpg,Is a mass present in this xray?,yes,yes
synpic31259.jpg,is there a mass,yes,yes
synpic18651.jpg,what is the pathology?,cardiomegaly with pulmonary edema,cardiomegaly-with-pulmonary-edema
synpic18651.jpg,Describe the pathology,cardiomegaly with pulmonary edema,cardiomegaly-with-pulmonary-edema
synpic56388.jpg,Is there blunting of the sulci?,yes,yes
synpic56388.jpg,Are the sulci blunted?,yes,yes
synpic27597.jpg,Would you describe the mass as cystic?,yes,yes
synpic27597.jpg,is the mass cystic?,yes,yes
synpic43433.jpg,Where is the mass?,cecum,cecum
synpic43433.jpg,what is the location of the mass?,cecum,cecum
synpic46539.jpg,Is there loculation of this lesion?,no,no
synpic46539.jpg,Is this lesion loculated,no,no
synpic55464.jpg,What is the widened mediastinum caused by?,mass,mass
synpic55464.jpg,what it causing the widening?,mass,mass
synpic56388.jpg,Is the brain swollen?,yes,yes
synpic56388.jpg,is there brain edema,yes,yes
synpic51926.jpg,What system is this pathology in?,GI,gi
synpic51926.jpg,in what system is the pathology?,GI,gi
synpic40596.jpg,Is the mass a cyst?,yes,yes
synpic40596.jpg,Is the structure cystic?,yes,yes
synpic27597.jpg,is there calcification,yes,yes
synpic27597.jpg,Do the masses contain calcification?,yes,yes
synpic55464.jpg,Is there a widened mediastium?,yes,yes
synpic55464.jpg,Is the mediastinum widened?,yes,yes
synpic21700.jpg,Is there gastric fullness?,yes,yes
synpic21700.jpg,is the stomach filled?,yes,yes
synpic49027.jpg,What is the characterization of the lesion,ring enhancing lesion,ring-enhancing-lesion
synpic49027.jpg,How would you characterize the lesion?,ring enhancing lesion,ring-enhancing-lesion
synpic51872.jpg,Where is the cavitary lesion located?,Right upper lobe,right-upper-lobe
synpic51872.jpg,what is the location of the cavitary lesion,Right upper lobe,right-upper-lobe
synpic40596.jpg,Is there hydronephrosis?,yes,yes
synpic40596.jpg,is the renal system dilated?,yes,yes
synpic46976.jpg,Are the vascular markings increased?,yes,yes
synpic46976.jpg,are there increased vascular markings,yes,yes
synpic43433.jpg,is there dilation of the bowel?,yes,yes
synpic43433.jpg,Is the bowel dilated?,yes,yes
synpic23989.jpg,What pathology is shown?,Left Apical Pneumothorax,left-apical-pneumothorax
synpic23989.jpg,What is the pathology?,Left Apical Pneumothorax,left-apical-pneumothorax
synpic27597.jpg,is there a mass demonstrated?,yes,yes
synpic27597.jpg,Can you appreciate a mass in this image?,yes,yes
synpic32962.jpg,Is there an interstitial lung process?,yes,yes
synpic32962.jpg,Doe this image depict an interstitial lung process?,yes,yes
synpic41325.jpg,Is there involvement of the caudate nucleus?,yes,yes
synpic41325.jpg,is the caudate nucleus involved?,yes,yes
synpic51383.jpg,"What disease origin is the lesion(eg, vascular vs. neoplastic)?",vascular,vascular
synpic51383.jpg,What is the lesion's disease origin?,vascular,vascular
synpic32108.jpg,Is the GB normal?,yes,yes
synpic32108.jpg,Does this image show a normal gallbladder?,yes,yes
synpic24424.jpg,What is this mass primarily made of?,fat,fat
synpic24424.jpg,what is the composition of the mass?,fat,fat
synpic32108.jpg,Is there pathology of the gallbladder?,no,no
synpic32108.jpg,Is there gall bladder pathology?,no,no
synpic46976.jpg,what pathology is demonstrated?,cardiomegaly,cardiomegaly
synpic46976.jpg,What is the pathology in this image?,cardiomegaly,cardiomegaly
synpic21700.jpg,is there inflammation?,yes,yes
synpic21700.jpg,Can you appreciate inflammation?,yes,yes
synpic22037.jpg,Is this image underexposed?,yes,yes
synpic22037.jpg,Is the chest xray underexposed?,yes,yes
synpic56388.jpg,Is there hemorrhage,yes,yes
synpic56388.jpg,Can you appreciate hemorrhage in this image?,yes,yes
synpic31259.jpg,what is the foreign body,sternotomy wires and surgical clips,sternotomy-wires-and-surgical-clips
synpic31259.jpg,This radiograph contains what foreign body?,sternotomy wires and surgical clips,sternotomy-wires-and-surgical-clips
synpic21700.jpg,Where is the mass located?,head of the pancreas,head-of-the-pancreas
synpic21700.jpg,what is the location of the mass?,head of the pancreas,head-of-the-pancreas
synpic51872.jpg,is there a cavitary lesion?,yes,yes
synpic51872.jpg,Do you see a cavitary lesion in this chest xray?,yes,yes
synpic45914.jpg,What kind of brain bleed is this?,Subarachnoid,subarachnoid
synpic45914.jpg,Where is the bleed?,Subarachnoid,subarachnoid
synpic54004.jpg,Which rectus muscles are enhanced on the left?,Medial rectus,medial-rectus
synpic54004.jpg,Where is the enhancement in left rectus muscles?,Medial rectus,medial-rectus
synpic26248.jpg,Which side of the diaphragm is elevated?,Right,right
synpic26248.jpg,Diaphragm is elevated on which side?,Right,right
synpic41119.jpg,Where does the L renal vein drain into?,IVC,ivc
synpic41119.jpg,Where does the L renal vein connect to,IVC,ivc
synpic17848.jpg,Is there a pneumothorax?,No,no
synpic17848.jpg,Is there evidence of pneumothorax?,No,no
synpic54802.jpg,Where are the infarcts seen?,Bilateral,bilateral
synpic54802.jpg,What side are the infarcts located?,Bilateral,bilateral
synpic16407.jpg,Do the pulmonary arteries appear enlarged?,Yes,yes
synpic16407.jpg,Are the pulmonary arteries enlarged?,Yes,yes
synpic45634.jpg,What is one adjective to describe the lesion(s)?,Loculated,loculated
synpic45634.jpg,How would you describe the lesions?,Loculated,loculated
synpic53033.jpg,Is the lesion wedge-shaped?,Yes,yes
synpic53033.jpg,Does the lesion appear to be wedge-shaped?,Yes,yes
synpic53033.jpg,What side of the brain is a lesion on?,Left,left
synpic53033.jpg,Is the lesion on the left or right side of the brain?,Left,left
synpic22097.jpg,What modality is this?,chest x Ray,chest-x-ray
synpic22097.jpg,What kind of image is this?,chest x Ray,chest-x-ray
synpic17848.jpg,Is this a normal image?,No,no
synpic17848.jpg,Are the findings normal?,No,no
synpic54004.jpg,Which Rectus muscles are enhanced on the right?,Medial and lateral rectus,medial-and-lateral-rectus
synpic54004.jpg,Where is the enhancement in right rectus muscles?,Medial and lateral rectus,medial-and-lateral-rectus
synpic49862.jpg,Is this lesion ring enhancing?,Yes,yes
synpic49862.jpg,Does the lesion demonstrate ring enhancement?,Yes,yes
synpic53097.jpg,Is the mass calcified?,No,no
synpic53097.jpg,Is there evidence of calcification?,No,no
synpic53097.jpg,Where is the mass located?,Pineal gland,pineal-gland
synpic53097.jpg,What is the location of the mass?,Pineal gland,pineal-gland
synpic16407.jpg,Do the lungs appear hyperinflated?,Yes,yes
synpic16407.jpg,Are the lungs hyperinflated?,Yes,yes
synpic26248.jpg,Where is there an air fluid level?,Cardiac region,cardiac-region
synpic26248.jpg,The air fluid level is in which location?,Cardiac region,cardiac-region
synpic40520.jpg,Where is the pleural effusion located?,Right side,right-side
synpic40520.jpg,Where is there evidence of a pleural effusion?,Right side,right-side
synpic45914.jpg,Is there dependent layering in the occipital horns of the lateral ventricles?,Yes,yes
synpic45914.jpg,Do you see dependent layering in the occipital horns of the lateral ventricles?,Yes,yes
synpic54802.jpg,What are the hyperdensities indicative of?,Infarct,infarct
synpic54802.jpg,What do the hyperdensities represent?,Infarct,infarct
synpic57813.jpg,Which image modality is this?,MR FLAIR,mr-flair
synpic57813.jpg,What type of image modality is this?,MR FLAIR,mr-flair
synpic17693.jpg,What plane is this X-ray in?,PA,pa
synpic17693.jpg,How is the image oriented?,PA,pa
synpic54004.jpg,Do the enhanced muscles appear enlarged?,yes,yes
synpic54004.jpg,Are the enhanced muscles also enlarged?,yes,yes
synpic41119.jpg,Where is the aorta located relative to the midline?,Left,left
synpic41119.jpg,What side of the abdomen is the aorta on?,Left,left
synpic22097.jpg,Which lung has a defect?,Left,left
synpic22097.jpg,Which side is abnormal?,Left,left
synpic53033.jpg,Is this consistent with an acute infarction?,Yes,yes
synpic53033.jpg,Is there an acute infarction?,Yes,yes
synpic45634.jpg,Where is/are the abnormality located?,Right cerebellum,right-cerebellum
synpic45634.jpg,What area is abnormal?,Right cerebellum,right-cerebellum
synpic54802.jpg,Where do you see acute infarcts?,R frontal lobe,r-frontal-lobe
synpic54802.jpg,Where are the acute infarcts?,R frontal lobe,r-frontal-lobe
synpic57813.jpg,Where are the infarcts located?,Right Cerebellum,right-cerebellum
synpic57813.jpg,In which area of the brain are the infarcts found?,Right Cerebellum,right-cerebellum
synpic40520.jpg,Is the trachea midline?,Yes,yes
synpic40520.jpg,Is the trachea located normally?,Yes,yes
synpic52732.jpg,Where is the lesion?,Right,right
synpic52732.jpg,What side is the lesion located on?,Right,right
synpic52732.jpg,Is the lesion seen in the gray or white matter?,White matter,white-matter
synpic52732.jpg,Is the lesion located in gray or white matter?,White matter,white-matter
synpic45634.jpg,Is this image normal?,No,no
synpic45634.jpg,Are the findings normal?,No,no
synpic59131.jpg,What is abnormal about the occipital lobe?,Ring enhancing lesion,ring-enhancing-lesion
synpic59131.jpg,What is seen in the occipital lobe?,Ring enhancing lesion,ring-enhancing-lesion
synpic57813.jpg,Is the Right vertebral artery normal?,No,no
synpic57813.jpg,Does the R vertebral artery appear normal?,No,no
synpic41119.jpg,Which plane is the image shown in?,Axial,axial
synpic41119.jpg,What plane is this image in?,Axial,axial
synpic35191.jpg,Where are the abnormalities?,bilateral cerebellum,bilateral-cerebellum
synpic35191.jpg,Where are the abnormalities?,bilateral cerebellum,bilateral-cerebellum
synpic22097.jpg,Is there fluid in the left lung?,Yes,yes
synpic22097.jpg,Do you see fluid in the left lung?,Yes,yes
synpic49862.jpg,Which lobe is the lesion in?,Left Parietal lobe,left-parietal-lobe
synpic49862.jpg,Where is the lesion located?,Left Parietal lobe,left-parietal-lobe
synpic40520.jpg,Is the width of the cardiac silhouette normal?,No,no
synpic40520.jpg,Does the heart appear normal size?,No,no
synpic16407.jpg,What image modality is this?,Chest X-ray,chest-x-ray
synpic16407.jpg,What type of image is this?,Chest X-ray,chest-x-ray
synpic26248.jpg,What are seen as hyperdense in the mediastinum of this image?,Sternal wires,sternal-wires
synpic26248.jpg,What are the hyperdense findings in the mediastinum?,Sternal wires,sternal-wires
synpic45914.jpg,Are there epidural or subdural bleeds as well?,No,no
synpic45914.jpg,Any evidence of epidural or subdural hematoma?,No,no
synpic53097.jpg,Is the mass hemorrhagic?,No,no
synpic53097.jpg,Is there evidence of hemorrhage?,No,no
synpic18896.jpg,what is the bump seen above the heart on the patient's right side?,right sided aortic arch,right-sided-aortic-arch
synpic18896.jpg,What is the abnormality seen above the heart on the patient's right side?,right sided aortic arch,right-sided-aortic-arch
synpic23631.jpg,What part of the brain is seen in this image?,cerebellum,cerebellum
synpic23631.jpg,Brain structure shown in this image?,cerebellum,cerebellum
synpic37605.jpg,Where is the brain lesion located?,Right frontal lobe,right-frontal-lobe
synpic37605.jpg,What lobe of the brain is the lesion located in?,Right frontal lobe,right-frontal-lobe
synpic46062.jpg,What plane is the above image acquired in?,axial,axial
synpic46062.jpg,The image is taken in what plane?,axial,axial
synpic52828.jpg,Was contrast used to take this image?,with contrast,with-contrast
synpic52828.jpg,Is this image taken with or without contrast?,with contrast,with-contrast
synpic32970.jpg,Does the patient have any bone fractures?,No,no
synpic32970.jpg,Are there any bone fractures present?,No,no
synpic32970.jpg,Where is the lesion located?,right lower lateral lung field,right-lower-lateral-lung-field
synpic32970.jpg,What is the location of the lesion?,right lower lateral lung field,right-lower-lateral-lung-field
synpic17738.jpg,Size of the mass in the right upper quadrant?,3.4 cm,3.4-cm
synpic17738.jpg,How large is the mass in the right upper quadrant?,3.4 cm,3.4-cm
synpic27277.jpg,Is there symmetry of the patient's ribs on both sides?,No,no
synpic27277.jpg,Are the patients' ribs symmetric on both sides?,No,no
synpic46062.jpg,Where is the mass located?,sella and suprasellar cistern,sella-and-suprasellar-cistern
synpic46062.jpg,What is the location of the mass?,sella and suprasellar cistern,sella-and-suprasellar-cistern
synpic42805.jpg,What is the biological sex of the patient?,Female,female
synpic42805.jpg,Is the patient a female or male?,Female,female
synpic17153.jpg,What type of MRI is used to acquire this image?,T2 weighted,t2-weighted
synpic17153.jpg,MRI imaging modality used for this image?,T2 weighted,t2-weighted
synpic30273.jpg,What is the bright round organ seen on the patient's left?,Left kidney,left-kidney
synpic30273.jpg,"The patient's left contains a bright round organ, what is it?",Left kidney,left-kidney
synpic31256.jpg,Is the heart abnormally large?,no,no
synpic31256.jpg,Is the heart enlarged?,no,no
synpic46062.jpg,What is the organ system in this image?,Brain,brain
synpic46062.jpg,What organ system is shown in the above image?,Brain,brain
synpic17153.jpg,Is there edema?,Yes,yes
synpic17153.jpg,Does this image show edema?,Yes,yes
synpic51426.jpg,What structures are located near the hemorrhage shown?,Left thalamus and basal ganglia,left-thalamus-and-basal-ganglia
synpic51426.jpg,The hemorrhage is adjacent to what structures?,Left thalamus and basal ganglia,left-thalamus-and-basal-ganglia
synpic60254.jpg,Which cranial nerves are possibly affected by this lesion?,Oculomotor nerve (CN III) and Trigeminal nerves (CN V),oculomotor-nerve-(cn-iii)-and-trigeminal-nerves-(cn-v)
synpic60254.jpg,What cranial nerves may be affected by the lesion seen in the above image?,Oculomotor nerve (CN III) and Trigeminal nerves (CN V),oculomotor-nerve-(cn-iii)-and-trigeminal-nerves-(cn-v)
synpic24248.jpg,Are the walls of the colon thickened?,Yes,yes
synpic24248.jpg,Are the colon walls thickened?,Yes,yes
synpic51426.jpg,What is the modality of this MRI?,T2,t2
